,ArUcoTag#13,ArUcoTag#16,ArUcoTag#56,ArUcoTag#49,ArUcoTag#19,ArUcoTag#61,ArUcoTag#32,ArUcoTag#48,ArUcoTag#6,ArUcoTag#15,ArUcoTag#23,ArUcoTag#44,ArUcoTag#53,ArUcoTag#5,ArUcoTag#51,ArUcoTag#27,ArUcoTag#18,ArUcoTag#40,ArUcoTag#17,ArUcoTag#4,ArUcoTag#39,ArUcoTag#36,ArUcoTag#55,ArUcoTag#14,ArUcoTag#30,ArUcoTag#33,ArUcoTag#46,ArUcoTag#20,ArUcoTag#38,ArUcoTag#11,ArUcoTag#12,ArUcoTag#25,ArUcoTag#21,ArUcoTag#57,ArUcoTag#59,ArUcoTag#3,ArUcoTag#2,ArUcoTag#28,ArUcoTag#58,ArUcoTag#41,ArUcoTag#43,ArUcoTag#47,ArUcoTag#29,ArUcoTag#9,ArUcoTag#50,ArUcoTag#7,ArUcoTag#10,ArUcoTag#26,ArUcoTag#42,ArUcoTag#52
ArUcoTag#5,5226.0,2007.0,1614.0,2305.0,1778.0,1706.0,2616.0,2280.0,3430.0,2319.0,2243.0,2517.0,2867.0,0.0,2209.0,2845.0,2884.0,2345.0,2175.0,2656.0,3662.0,3752.0,3529.0,3556.0,2757.0,2942.0,2408.0,3538.0,3462.0,2693.0,3681.0,2885.0,3408.0,3293.0,3835.0,4368.0,3401.0,3314.0,2902.0,2791.0,3003.0,3245.0,3140.0,2522.0,3127.0,4046.0,3349.0,3286.0,3221.0,2685.0
ArUcoTag#51,5935.0,1880.0,1670.0,2098.0,2313.0,1815.0,2529.0,2285.0,2941.0,2739.0,2594.0,2348.0,3465.0,2209.0,0.0,2460.0,3130.0,2839.0,2632.0,2632.0,3279.0,2387.0,2322.0,3869.0,3511.0,3558.0,3181.0,3462.0,3186.0,2972.0,3212.0,3656.0,2905.0,3275.0,3378.0,3075.0,3340.0,3297.0,3120.0,2821.0,3703.0,3251.0,2883.0,2950.0,3514.0,4260.0,3434.0,3541.0,2622.0,2890.0
ArUcoTag#27,4742.0,1677.0,2820.0,2062.0,1850.0,2218.0,2544.0,3160.0,1974.0,2970.0,2529.0,2935.0,3126.0,2845.0,2460.0,0.0,2506.0,2175.0,2036.0,2504.0,3919.0,2542.0,2470.0,3076.0,3891.0,2498.0,3559.0,3040.0,2839.0,2949.0,2956.0,3522.0,3280.0,3226.0,4178.0,3146.0,2860.0,3222.0,3043.0,2883.0,2489.0,4574.0,3160.0,3333.0,3730.0,3873.0,4007.0,2709.0,3349.0,2645.0
ArUcoTag#18,6340.0,2196.0,2291.0,1949.0,1888.0,2083.0,2541.0,2351.0,2455.0,2917.0,2683.0,2356.0,2122.0,2884.0,3130.0,2506.0,0.0,2447.0,2311.0,3113.0,3007.0,3258.0,2598.0,2708.0,2815.0,2199.0,3103.0,3152.0,4029.0,3005.0,2965.0,2572.0,3361.0,3376.0,3415.0,2593.0,2820.0,3300.0,2909.0,3242.0,2933.0,3361.0,2603.0,2633.0,3463.0,3735.0,3266.0,2910.0,3094.0,2927.0
ArUcoTag#40,6632.0,1707.0,2210.0,2760.0,2270.0,1530.0,2546.0,1989.0,2557.0,2538.0,1946.0,2464.0,2862.0,2345.0,2839.0,2175.0,2447.0,0.0,1774.0,2400.0,3290.0,2988.0,2563.0,2803.0,4214.0,2276.0,2947.0,3200.0,3157.0,3125.0,3680.0,3149.0,2755.0,3273.0,3000.0,2855.0,2471.0,3222.0,3046.0,2628.0,2039.0,3375.0,3053.0,3013.0,3128.0,3286.0,3617.0,3374.0,3022.0,2942.0
ArUcoTag#17,5056.0,943.0,1971.0,2751.0,2301.0,2022.0,2218.0,1885.0,2717.0,1851.0,2526.0,1859.0,1870.0,2175.0,2632.0,2036.0,2311.0,1774.0,0.0,1677.0,2649.0,2552.0,2508.0,3127.0,2944.0,2680.0,3054.0,4192.0,2593.0,1900.0,2776.0,2554.0,3320.0,1950.0,2385.0,3439.0,2255.0,3280.0,2502.0,3076.0,2754.0,2920.0,2119.0,2988.0,2724.0,4295.0,1940.0,2983.0,2427.0,3651.0
ArUcoTag#4,4777.0,1858.0,1940.0,1816.0,2360.0,1592.0,2728.0,1923.0,3297.0,3207.0,2091.0,2394.0,3316.0,2656.0,2632.0,2504.0,3113.0,2400.0,1677.0,0.0,2577.0,2535.0,2864.0,3269.0,3599.0,2591.0,2586.0,2956.0,2692.0,3266.0,2340.0,2622.0,2789.0,3169.0,2186.0,4248.0,2891.0,2816.0,2209.0,2202.0,2763.0,2448.0,2740.0,2369.0,3896.0,4023.0,3099.0,2804.0,3308.0,5433.0
ArUcoTag#39,3921.0,1352.0,2021.0,1846.0,1878.0,2133.0,2183.0,3512.0,4407.0,2451.0,1945.0,2535.0,3841.0,3662.0,3279.0,3919.0,3007.0,3290.0,2649.0,2577.0,0.0,2841.0,2046.0,3028.0,3417.0,2773.0,4190.0,3322.0,2977.0,3480.0,3406.0,3323.0,4039.0,2917.0,3160.0,2433.0,3511.0,2967.0,2062.0,3566.0,2822.0,4208.0,2495.0,2541.0,3946.0,3175.0,3110.0,3171.0,3742.0,3044.0
ArUcoTag#36,6665.0,1980.0,3015.0,2801.0,2412.0,2582.0,2804.0,2159.0,2810.0,2247.0,2637.0,2630.0,2788.0,3752.0,2387.0,2542.0,3258.0,2988.0,2552.0,2535.0,2841.0,0.0,2216.0,3421.0,3461.0,3314.0,3784.0,2846.0,2877.0,3540.0,3641.0,2837.0,3962.0,3895.0,4337.0,2838.0,3421.0,3105.0,2460.0,2865.0,2871.0,2753.0,2663.0,2880.0,3486.0,3724.0,3503.0,3366.0,2936.0,4526.0
ArUcoTag#55,5553.0,1179.0,1308.0,1761.0,2530.0,1895.0,2456.0,1960.0,2597.0,3081.0,3098.0,2938.0,3040.0,3529.0,2322.0,2470.0,2598.0,2563.0,2508.0,2864.0,2046.0,2216.0,0.0,2763.0,2821.0,2082.0,2447.0,2442.0,2427.0,3185.0,3233.0,2542.0,2839.0,3293.0,2976.0,2182.0,3231.0,2800.0,2607.0,2015.0,3738.0,3788.0,3055.0,2624.0,2791.0,3616.0,3131.0,3070.0,3188.0,2150.0
ArUcoTag#14,5884.0,2120.0,2192.0,3289.0,2008.0,1933.0,2861.0,2540.0,2741.0,3741.0,3012.0,3439.0,3443.0,3556.0,3869.0,3076.0,2708.0,2803.0,3127.0,3269.0,3028.0,3421.0,2763.0,0.0,2742.0,4084.0,4094.0,3703.0,4168.0,5004.0,3013.0,3062.0,3420.0,3795.0,3521.0,3140.0,4105.0,3555.0,3218.0,3839.0,3553.0,3449.0,3714.0,2660.0,3983.0,4806.0,4704.0,4066.0,3296.0,3064.0
