"","X","params","values","ExpDay","Day","Zeit","Hour","Col","QR","ID","Mod","Trial","TimeOfDay","ColID"
"423",8,"KeystoneAssPercentile",47.7175,"2","3",16,47,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 47","Head_Head","RooibosTea","Day","RooibosTea TRUE"
"424",0,"Transitivity",0.880958922928974,"3","3",17,48,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea TRUE"
"425",1,"Average Clustering",0.884079040241776,"3","3",17,48,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea TRUE"
"426",2,"GlobalEfficiency",124.074524652064,"3","3",17,48,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea TRUE"
"427",3,"Sum",135312,"3","3",17,48,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea TRUE"
"428",4,"Modularity",0.0444506965330837,"3","3",17,48,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea TRUE"
"429",5,"Assortativity",-0.0169226960474997,"3","3",17,48,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea TRUE"
"430",6,"DegreeCentralization",0.000741304333158649,"3","3",17,48,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea TRUE"
"431",7,"KeystoneAssortativity",-0.0289849224602885,"3","3",17,48,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea TRUE"
"432",8,"KeystoneAssPercentile",21.2025,"3","3",17,48,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea TRUE"
"433",0,"Transitivity",0.912735997979415,"3","3",18,49,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 49","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"434",1,"Average Clustering",0.912772474837814,"3","3",18,49,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 49","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"435",2,"GlobalEfficiency",107.696524100524,"3","3",18,49,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 49","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"436",3,"Sum",141590,"3","3",18,49,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 49","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"437",4,"Modularity",-0.00640695880148134,"3","3",18,49,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 49","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"438",5,"Assortativity",-0.0237927934419487,"3","3",18,49,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 49","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"439",6,"DegreeCentralization",0.000486413614121691,"3","3",18,49,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 49","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"440",7,"KeystoneAssortativity",-0.0176747519833189,"3","3",18,49,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 49","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"441",8,"KeystoneAssPercentile",63.2975,"3","3",18,49,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 49","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"442",0,"Transitivity",0.92903644425219,"3","3",19,50,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 50","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"443",1,"Average Clustering",0.931568929430048,"3","3",19,50,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 50","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"444",2,"GlobalEfficiency",111.702390473739,"3","3",19,50,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 50","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"445",3,"Sum",140488,"3","3",19,50,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 50","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"446",4,"Modularity",0.0466637360417601,"3","3",19,50,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 50","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"447",5,"Assortativity",-0.00953942487949069,"3","3",19,50,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 50","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"448",6,"DegreeCentralization",0.000434648443015114,"3","3",19,50,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 50","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"449",7,"KeystoneAssortativity",-0.0289812708378346,"3","3",19,50,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 50","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"450",8,"KeystoneAssPercentile",16.955,"3","3",19,50,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 50","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"451",0,"Transitivity",0.924780831112829,"3","3",20,51,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 51","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"452",1,"Average Clustering",0.926466158761529,"3","3",20,51,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 51","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"453",2,"GlobalEfficiency",98.9834649694351,"3","3",20,51,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 51","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"454",3,"Sum",129012,"3","3",20,51,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 51","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"455",4,"Modularity",0.0379470452787358,"3","3",20,51,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 51","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"456",5,"Assortativity",-0.0366283660563229,"3","3",20,51,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 51","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"457",6,"DegreeCentralization",0.000439821030244106,"3","3",20,51,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 51","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"458",7,"KeystoneAssortativity",-0.0183643207482606,"3","3",20,51,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 51","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"459",8,"KeystoneAssPercentile",60.1925,"3","3",20,51,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 51","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"460",0,"Transitivity",0.90592972181552,"3","3",21,52,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 52","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"461",1,"Average Clustering",0.908313867205257,"3","3",21,52,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 52","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"462",2,"GlobalEfficiency",105.434753486324,"3","3",21,52,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 52","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"463",3,"Sum",129980,"3","3",21,52,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 52","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"464",4,"Modularity",0.0327738930848808,"3","3",21,52,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 52","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"465",5,"Assortativity",0.00205841857912813,"3","3",21,52,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 52","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"466",6,"DegreeCentralization",0.000476060809406554,"3","3",21,52,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 52","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"467",7,"KeystoneAssortativity",-0.0153014625846088,"3","3",21,52,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 52","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"468",8,"KeystoneAssPercentile",72.5875,"3","3",21,52,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 52","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"469",0,"Transitivity",0.908862638922247,"3","3",22,53,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 53","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"470",1,"Average Clustering",0.911618637411718,"3","3",22,53,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 53","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"471",2,"GlobalEfficiency",96.1048051209189,"3","3",22,53,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 53","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"472",3,"Sum",109194,"3","3",22,53,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 53","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"473",4,"Modularity",-0.0113427839478378,"3","3",22,53,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 53","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"474",5,"Assortativity",-0.0327705526921771,"3","3",22,53,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 53","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"475",6,"DegreeCentralization",0.000782516110225303,"3","3",22,53,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 53","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"476",7,"KeystoneAssortativity",-0.0197025320798739,"3","3",22,53,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 53","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"477",8,"KeystoneAssPercentile",55.0175,"3","3",22,53,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 53","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"478",0,"Transitivity",0.91243179278154,"3","3",23,54,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 54","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"479",1,"Average Clustering",0.915748234715054,"3","3",23,54,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 54","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"480",2,"GlobalEfficiency",94.2367011728586,"3","3",23,54,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 54","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"481",3,"Sum",123748,"3","3",23,54,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 54","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"482",4,"Modularity",0.0147706723427391,"3","3",23,54,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 54","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"483",5,"Assortativity",-0.0229066882084523,"3","3",23,54,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 54","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"484",6,"DegreeCentralization",0.000676166906729893,"3","3",23,54,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 54","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"485",7,"KeystoneAssortativity",-0.0298009536221417,"3","3",23,54,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 54","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"486",8,"KeystoneAssPercentile",15.96,"3","3",23,54,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 54","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"487",0,"Transitivity",0.959289703672091,"3","4",0,55,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 55","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"488",1,"Average Clustering",0.959684311302129,"3","4",0,55,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 55","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"489",2,"GlobalEfficiency",97.6740601899455,"3","4",0,55,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 55","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"490",3,"Sum",138482,"3","4",0,55,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 55","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"491",4,"Modularity",-0.0222991310321995,"3","4",0,55,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 55","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"492",5,"Assortativity",-0.0268045823488949,"3","4",0,55,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 55","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"493",6,"DegreeCentralization",0.000421864632653645,"3","4",0,55,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 55","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"494",7,"KeystoneAssortativity",-0.024534735868686,"3","4",0,55,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 55","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"495",8,"KeystoneAssPercentile",24.235,"3","4",0,55,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 55","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"496",0,"Transitivity",0.943928840179829,"3","4",1,56,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 56","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"497",1,"Average Clustering",0.944489719635247,"3","4",1,56,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 56","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"498",2,"GlobalEfficiency",95.7293610827055,"3","4",1,56,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 56","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"499",3,"Sum",128592,"3","4",1,56,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 56","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"500",4,"Modularity",-0.022420070317125,"3","4",1,56,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 56","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"501",5,"Assortativity",-0.0257913796246588,"3","4",1,56,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 56","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"502",6,"DegreeCentralization",0.000811525484720631,"3","4",1,56,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 56","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"503",7,"KeystoneAssortativity",-0.0213229100790013,"3","4",1,56,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 56","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"504",8,"KeystoneAssPercentile",45.52,"3","4",1,56,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 56","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"505",0,"Transitivity",0.928181763683232,"3","4",2,57,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 57","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"506",1,"Average Clustering",0.928842924177338,"3","4",2,57,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 57","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"507",2,"GlobalEfficiency",101.168195665589,"3","4",2,57,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 57","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"508",3,"Sum",135700,"3","4",2,57,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 57","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"509",4,"Modularity",0.00915318740839413,"3","4",2,57,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 57","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"510",5,"Assortativity",-0.0166947391055687,"3","4",2,57,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 57","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"511",6,"DegreeCentralization",0.000449640701783247,"3","4",2,57,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 57","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"512",7,"KeystoneAssortativity",-0.0123199387945207,"3","4",2,57,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 57","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"513",8,"KeystoneAssPercentile",84.995,"3","4",2,57,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 57","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"514",0,"Transitivity",0.905357022225225,"3","4",3,58,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 58","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"515",1,"Average Clustering",0.908154264446501,"3","4",3,58,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 58","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"516",2,"GlobalEfficiency",99.7158324283215,"3","4",3,58,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 58","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"517",3,"Sum",126758,"3","4",3,58,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 58","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"518",4,"Modularity",0.00650433551836682,"3","4",3,58,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 58","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"519",5,"Assortativity",-0.000222967456306013,"3","4",3,58,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 58","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"520",6,"DegreeCentralization",0.000509591127870343,"3","4",3,58,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 58","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"521",7,"KeystoneAssortativity",-0.0165027237084072,"3","4",3,58,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 58","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"522",8,"KeystoneAssPercentile",68.235,"3","4",3,58,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 58","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"523",0,"Transitivity",0.922277003896915,"3","4",4,59,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 59","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"524",1,"Average Clustering",0.921567351219786,"3","4",4,59,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 59","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"525",2,"GlobalEfficiency",86.3238572019708,"3","4",4,59,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 59","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"526",3,"Sum",121498,"3","4",4,59,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 59","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"527",4,"Modularity",-0.014510897203204,"3","4",4,59,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 59","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"528",5,"Assortativity",-0.0293175502936088,"3","4",4,59,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 59","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"529",6,"DegreeCentralization",0.000576079467346775,"3","4",4,59,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 59","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"530",7,"KeystoneAssortativity",-0.0143622443355696,"3","4",4,59,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 59","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"531",8,"KeystoneAssPercentile",78.2075,"3","4",4,59,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 59","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"532",0,"Transitivity",0.919294391315585,"3","4",5,60,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 60","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"533",1,"Average Clustering",0.921884207021093,"3","4",5,60,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 60","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"534",2,"GlobalEfficiency",89.6924191182369,"3","4",5,60,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 60","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"535",3,"Sum",133818,"3","4",5,60,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 60","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"536",4,"Modularity",-0.0279606318562849,"3","4",5,60,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 60","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"537",5,"Assortativity",0.0241557854687842,"3","4",5,60,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 60","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"538",6,"DegreeCentralization",0.000697429442062235,"3","4",5,60,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 60","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"539",7,"KeystoneAssortativity",-0.00103002965172713,"3","4",5,60,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 60","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"540",8,"KeystoneAssPercentile",98.66,"3","4",5,60,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 60","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"541",0,"Transitivity",0.916504332639215,"3","4",6,61,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 61","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"542",1,"Average Clustering",0.919455102951134,"3","4",6,61,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 61","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"543",2,"GlobalEfficiency",97.283666822672,"3","4",6,61,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 61","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"544",3,"Sum",114774,"3","4",6,61,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 61","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"545",4,"Modularity",0.0397985844739853,"3","4",6,61,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 61","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"546",5,"Assortativity",-0.020848680334024,"3","4",6,61,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 61","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"547",6,"DegreeCentralization",0.00102963895350863,"3","4",6,61,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 61","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"548",7,"KeystoneAssortativity",-0.0222676817947011,"3","4",6,61,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 61","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"549",8,"KeystoneAssPercentile",43.675,"3","4",6,61,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 61","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"550",0,"Transitivity",0.906519198303104,"3","4",7,62,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 62","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"551",1,"Average Clustering",0.907857601342416,"3","4",7,62,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 62","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"552",2,"GlobalEfficiency",90.6481341626364,"3","4",7,62,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 62","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"553",3,"Sum",120256,"3","4",7,62,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 62","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"554",4,"Modularity",0.00830542668610848,"3","4",7,62,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 62","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"555",5,"Assortativity",-0.0224209809715073,"3","4",7,62,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 62","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"556",6,"DegreeCentralization",0.0007160345864405,"3","4",7,62,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 62","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"557",7,"KeystoneAssortativity",-0.0130549629178095,"3","4",7,62,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 62","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"558",8,"KeystoneAssPercentile",79.9025,"3","4",7,62,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 62","Head_Head","RooibosTea","Night","RooibosTea TRUE"
"559",0,"Transitivity",0.89212808539026,"3","4",8,63,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 63","Head_Head","RooibosTea","Day","RooibosTea TRUE"
"560",1,"Average Clustering",0.894951763049787,"3","4",8,63,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 63","Head_Head","RooibosTea","Day","RooibosTea TRUE"
"561",2,"GlobalEfficiency",89.996084509862,"3","4",8,63,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 63","Head_Head","RooibosTea","Day","RooibosTea TRUE"
"562",3,"Sum",108292,"3","4",8,63,"RooibosTea_QR_1216_1646",TRUE,"RooibosTea_QR_1216_1646 63","Head_Head","RooibosTea","Day","RooibosTea TRUE"
