"","X","params","values","ExpDay","Day","Zeit","Hour","Col","QR","ID","Mod","Trial","TimeOfDay","ColID"
"970",0,"Transitivity",0.956489560610782,"2","3",8,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 39","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"971",1,"Average Clustering",0.958652340554602,"2","3",8,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 39","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"972",2,"GlobalEfficiency",12.075057091388,"2","3",8,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 39","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"973",3,"Sum",21966,"2","3",8,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 39","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"974",4,"Modularity",0.0392869584174972,"2","3",8,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 39","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"975",5,"Assortativity",-0.0264770478029861,"2","3",8,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 39","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"976",6,"DegreeCentralization",0.00030591369047382,"2","3",8,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 39","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"977",7,"KeystoneAssortativity",-0.0216050325887186,"2","3",8,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 39","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"978",0,"Transitivity",0.959066976164864,"2","3",9,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 40","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"979",1,"Average Clustering",0.960299360294459,"2","3",9,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 40","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"980",2,"GlobalEfficiency",12.3243322339604,"2","3",9,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 40","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"981",3,"Sum",23486,"2","3",9,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 40","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"982",4,"Modularity",0.0381096435961904,"2","3",9,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 40","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"983",5,"Assortativity",-0.0128525239265988,"2","3",9,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 40","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"984",6,"DegreeCentralization",0.000334528074768585,"2","3",9,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 40","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"985",7,"KeystoneAssortativity",-0.0116137670382564,"2","3",9,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 40","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"986",0,"Transitivity",0.96108999907313,"2","3",10,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 41","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"987",1,"Average Clustering",0.961569800042715,"2","3",10,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 41","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"988",2,"GlobalEfficiency",12.0570207470404,"2","3",10,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 41","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"989",3,"Sum",22654,"2","3",10,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 41","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"990",4,"Modularity",-0.00662196686042701,"2","3",10,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 41","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"991",5,"Assortativity",-0.0334268801017254,"2","3",10,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 41","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"992",6,"DegreeCentralization",0.000328098188392781,"2","3",10,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 41","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"993",7,"KeystoneAssortativity",-0.0212713889938399,"2","3",10,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 41","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"994",0,"Transitivity",0.950043837914078,"2","3",11,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 42","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"995",1,"Average Clustering",0.950532385989524,"2","3",11,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 42","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"996",2,"GlobalEfficiency",12.4365521054362,"2","3",11,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 42","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"997",3,"Sum",23256,"2","3",11,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 42","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"998",4,"Modularity",0.0050790181913839,"2","3",11,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 42","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"999",5,"Assortativity",-0.0017745650777,"2","3",11,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 42","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1000",6,"DegreeCentralization",0.000294496602794358,"2","3",11,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 42","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1001",7,"KeystoneAssortativity",-0.0219831296264419,"2","3",11,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 42","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1002",0,"Transitivity",0.947407891700638,"2","3",12,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 43","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1003",1,"Average Clustering",0.949073014957175,"2","3",12,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 43","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1004",2,"GlobalEfficiency",12.9635702432627,"2","3",12,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 43","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1005",3,"Sum",23810,"2","3",12,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 43","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1006",4,"Modularity",0.0273781570147682,"2","3",12,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 43","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1007",5,"Assortativity",-0.038997923630223,"2","3",12,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 43","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1008",6,"DegreeCentralization",0.000389904738348382,"2","3",12,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 43","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1009",7,"KeystoneAssortativity",-0.00560073951512092,"2","3",12,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 43","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1010",0,"Transitivity",0.954047492153728,"2","3",13,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 44","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1011",1,"Average Clustering",0.951376819990794,"2","3",13,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 44","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1012",2,"GlobalEfficiency",12.1983107289875,"2","3",13,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 44","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1013",3,"Sum",22376,"2","3",13,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 44","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1014",4,"Modularity",0.00826048492376975,"2","3",13,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 44","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1015",5,"Assortativity",0.0086870173920782,"2","3",13,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 44","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1016",6,"DegreeCentralization",0.000328042317012173,"2","3",13,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 44","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1017",7,"KeystoneAssortativity",-0.0221506242448654,"2","3",13,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 44","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1018",0,"Transitivity",0.972079193560084,"2","3",14,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 45","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1019",1,"Average Clustering",0.972459314789352,"2","3",14,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 45","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1020",2,"GlobalEfficiency",12.7091327442376,"2","3",14,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 45","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1021",3,"Sum",24548,"2","3",14,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 45","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1022",4,"Modularity",0.00426115443078554,"2","3",14,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 45","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1023",5,"Assortativity",-0.0282350822812776,"2","3",14,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 45","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1024",6,"DegreeCentralization",0.000348695077556151,"2","3",14,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 45","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1025",7,"KeystoneAssortativity",-0.0232721281250987,"2","3",14,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 45","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1026",0,"Transitivity",0.945934382232249,"2","3",15,46,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 46","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1027",1,"Average Clustering",0.947726769708946,"2","3",15,46,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 46","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1028",2,"GlobalEfficiency",11.6209008290339,"2","3",15,46,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 46","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1029",3,"Sum",21170,"2","3",15,46,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 46","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1030",4,"Modularity",0.000737686171441182,"2","3",15,46,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 46","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1031",5,"Assortativity",-0.0429383646198862,"2","3",15,46,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 46","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1032",6,"DegreeCentralization",0.000418657239533913,"2","3",15,46,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 46","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1033",7,"KeystoneAssortativity",-0.0116014655766286,"2","3",15,46,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 46","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1034",0,"Transitivity",0.953920662352799,"2","3",16,47,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 47","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1035",1,"Average Clustering",0.954423782390086,"2","3",16,47,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 47","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1036",2,"GlobalEfficiency",12.307378159979,"2","3",16,47,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 47","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1037",3,"Sum",21732,"2","3",16,47,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 47","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1038",4,"Modularity",0.00675084100141451,"2","3",16,47,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 47","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1039",5,"Assortativity",-0.0331277254832414,"2","3",16,47,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 47","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1040",6,"DegreeCentralization",0.000421285751170828,"2","3",16,47,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 47","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1041",7,"KeystoneAssortativity",-0.00902493588694282,"2","3",16,47,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 47","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1042",0,"Transitivity",0.916804731245937,"3","3",17,48,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1043",1,"Average Clustering",0.918474885442902,"3","3",17,48,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1044",2,"GlobalEfficiency",10.6372671502609,"3","3",17,48,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1045",3,"Sum",18854,"3","3",17,48,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1046",4,"Modularity",0.0679624515050801,"3","3",17,48,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1047",5,"Assortativity",-0.0206864932400035,"3","3",17,48,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1048",6,"DegreeCentralization",0.000343417957237948,"3","3",17,48,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1049",7,"KeystoneAssortativity",-0.0195546302836536,"3","3",17,48,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 48","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1162",0,"Transitivity",0.936897131122036,"3","4",8,63,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 63","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1163",1,"Average Clustering",0.93493616238648,"3","4",8,63,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 63","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1164",2,"GlobalEfficiency",10.3513869215684,"3","4",8,63,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 63","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1165",3,"Sum",19154,"3","4",8,63,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 63","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1166",4,"Modularity",-0.000100241030943526,"3","4",8,63,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 63","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1167",5,"Assortativity",0.00989553600818385,"3","4",8,63,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 63","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1168",6,"DegreeCentralization",0.000348911388205908,"3","4",8,63,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 63","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1169",7,"KeystoneAssortativity",-0.0149997721530051,"3","4",8,63,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 63","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1170",0,"Transitivity",0.938223236464245,"3","4",9,64,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 64","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1171",1,"Average Clustering",0.939916523490815,"3","4",9,64,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 64","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1172",2,"GlobalEfficiency",9.96595990404017,"3","4",9,64,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 64","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1173",3,"Sum",17752,"3","4",9,64,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 64","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1174",4,"Modularity",-0.000730058838808834,"3","4",9,64,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 64","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1175",5,"Assortativity",-0.0488019625686406,"3","4",9,64,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 64","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1176",6,"DegreeCentralization",0.000395283698639162,"3","4",9,64,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 64","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1177",7,"KeystoneAssortativity",-0.0294648657767505,"3","4",9,64,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 64","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1178",0,"Transitivity",0.954960058920175,"3","4",10,65,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 65","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1179",1,"Average Clustering",0.956055197735145,"3","4",10,65,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 65","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1180",2,"GlobalEfficiency",10.7197411834103,"3","4",10,65,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 65","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1181",3,"Sum",19698,"3","4",10,65,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 65","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1182",4,"Modularity",0.00418243077331348,"3","4",10,65,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 65","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1183",5,"Assortativity",-0.0474103045519557,"3","4",10,65,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 65","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1184",6,"DegreeCentralization",0.000407062935202863,"3","4",10,65,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 65","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1185",7,"KeystoneAssortativity",-0.0289766491520636,"3","4",10,65,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 65","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1186",0,"Transitivity",0.960725411659991,"3","4",11,66,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 66","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1187",1,"Average Clustering",0.960962212590512,"3","4",11,66,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 66","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1188",2,"GlobalEfficiency",11.0438669528817,"3","4",11,66,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 66","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1189",3,"Sum",20530,"3","4",11,66,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 66","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1190",4,"Modularity",-0.00857245962984329,"3","4",11,66,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 66","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1191",5,"Assortativity",-0.0384201252582087,"3","4",11,66,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 66","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1192",6,"DegreeCentralization",0.000282395730144101,"3","4",11,66,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 66","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1193",7,"KeystoneAssortativity",-0.0212713889938399,"3","4",11,66,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 66","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1194",0,"Transitivity",0.956480978006113,"3","4",12,67,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 67","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1195",1,"Average Clustering",0.956955156170544,"3","4",12,67,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 67","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1196",2,"GlobalEfficiency",11.3610216764335,"3","4",12,67,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 67","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1197",3,"Sum",20304,"3","4",12,67,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 67","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1198",4,"Modularity",0.0137842103028452,"3","4",12,67,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 67","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1199",5,"Assortativity",-0.0147398778521851,"3","4",12,67,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 67","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1200",6,"DegreeCentralization",0.00039889309320486,"3","4",12,67,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 67","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1201",7,"KeystoneAssortativity",-0.0103938319914227,"3","4",12,67,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 67","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1202",0,"Transitivity",0.942482197355036,"3","4",13,68,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 68","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1203",1,"Average Clustering",0.944998477569366,"3","4",13,68,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 68","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1204",2,"GlobalEfficiency",11.1115953737682,"3","4",13,68,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 68","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1205",3,"Sum",19914,"3","4",13,68,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 68","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1206",4,"Modularity",0.00154947180781348,"3","4",13,68,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 68","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1207",5,"Assortativity",-0.0426428284670519,"3","4",13,68,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 68","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1208",6,"DegreeCentralization",0.000332249162862198,"3","4",13,68,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 68","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1209",7,"KeystoneAssortativity",-0.0130978554427395,"3","4",13,68,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 68","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1210",0,"Transitivity",0.948093733646037,"3","4",14,69,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 69","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1211",1,"Average Clustering",0.949193979718811,"3","4",14,69,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 69","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1212",2,"GlobalEfficiency",10.8788101925745,"3","4",14,69,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 69","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1213",3,"Sum",19984,"3","4",14,69,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 69","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1214",4,"Modularity",-0.00466251704325826,"3","4",14,69,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 69","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1215",5,"Assortativity",-0.0275004492672059,"3","4",14,69,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 69","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1216",6,"DegreeCentralization",0.00024938734827929,"3","4",14,69,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 69","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1217",7,"KeystoneAssortativity",-0.0159128651733575,"3","4",14,69,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 69","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1218",0,"Transitivity",0.930917953549338,"3","4",15,70,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 70","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1219",1,"Average Clustering",0.931083312051952,"3","4",15,70,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 70","Head_Head","RooibosTea","Day","RooibosTea FALSE"
"1220",2,"GlobalEfficiency",10.0195611775534,"3","4",15,70,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea_QL_1216_1646 70","Head_Head","RooibosTea","Day","RooibosTea FALSE"
