"","X","params","values","ExpDay","Day","Zeit","Hour","Col","QR","ID","Mod","Trial","TimeOfDay"
"927",7,"KeystoneAssortativity",-0.0221603905059333,"2","2",10,27,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"928",8,"KeystoneAssPercentile",36.7175,"2","2",10,27,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"929",0,"Transitivity",0.964712578258395,"2","2",11,28,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"930",1,"Average Clustering",0.965328054727774,"2","2",11,28,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"931",2,"GlobalEfficiency",148.555785687726,"2","2",11,28,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"932",3,"Sum",212174,"2","2",11,28,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"933",4,"Modularity",0.00627899929789996,"2","2",11,28,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"934",5,"Assortativity",-0.0316799694404711,"2","2",11,28,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"935",6,"DegreeCentralization",0.00047538642686401,"2","2",11,28,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"936",7,"KeystoneAssortativity",-0.0150096029887663,"2","2",11,28,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"937",8,"KeystoneAssPercentile",84.445,"2","2",11,28,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"938",0,"Transitivity",0.956116722783389,"2","2",12,29,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"939",1,"Average Clustering",0.956345917435967,"2","2",12,29,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"940",2,"GlobalEfficiency",138.700658543715,"2","2",12,29,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"941",3,"Sum",197602,"2","2",12,29,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"942",4,"Modularity",-0.0186371635514682,"2","2",12,29,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"943",5,"Assortativity",-0.0245922573087985,"2","2",12,29,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"944",6,"DegreeCentralization",0.000621883707603352,"2","2",12,29,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"945",7,"KeystoneAssortativity",-0.0134488100267568,"2","2",12,29,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"946",8,"KeystoneAssPercentile",87.865,"2","2",12,29,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"947",0,"Transitivity",0.957262084803674,"2","2",13,30,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"948",1,"Average Clustering",0.957605590069472,"2","2",13,30,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"949",2,"GlobalEfficiency",138.478610446431,"2","2",13,30,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"950",3,"Sum",190824,"2","2",13,30,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"951",4,"Modularity",-0.0210159064288893,"2","2",13,30,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"952",5,"Assortativity",-0.0296124489105722,"2","2",13,30,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"953",6,"DegreeCentralization",0.000788631387657566,"2","2",13,30,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"954",7,"KeystoneAssortativity",-0.0166785060380793,"2","2",13,30,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"955",8,"KeystoneAssPercentile",73.6075,"2","2",13,30,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"956",0,"Transitivity",0.932344320153138,"2","3",14,31,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"957",1,"Average Clustering",0.932696346400087,"2","3",14,31,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"958",2,"GlobalEfficiency",143.272414763268,"2","3",14,31,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"959",3,"Sum",202782,"2","3",14,31,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"960",4,"Modularity",0.0347876585414229,"2","3",14,31,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"961",5,"Assortativity",-0.00866532052978306,"2","3",14,31,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"962",6,"DegreeCentralization",0.000567323030605132,"2","3",14,31,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"963",7,"KeystoneAssortativity",-0.0121382816978639,"2","3",14,31,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"964",8,"KeystoneAssPercentile",86.23,"2","3",14,31,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"965",0,"Transitivity",0.926496416675078,"2","3",15,32,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"966",1,"Average Clustering",0.927573906860421,"2","3",15,32,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"967",2,"GlobalEfficiency",145.556495983931,"2","3",15,32,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"968",3,"Sum",201112,"2","3",15,32,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"969",4,"Modularity",0.00972000901923531,"2","3",15,32,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"970",5,"Assortativity",-0.0185973481499739,"2","3",15,32,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"971",6,"DegreeCentralization",0.000885928050948844,"2","3",15,32,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"972",7,"KeystoneAssortativity",-0.0165194764232773,"2","3",15,32,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"973",8,"KeystoneAssPercentile",69.335,"2","3",15,32,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"974",0,"Transitivity",0.935145823035096,"2","3",16,33,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"975",1,"Average Clustering",0.936357763433089,"2","3",16,33,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"976",2,"GlobalEfficiency",140.900820747364,"2","3",16,33,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"977",3,"Sum",187708,"2","3",16,33,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"978",4,"Modularity",0.0345877595122692,"2","3",16,33,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"979",5,"Assortativity",-0.0277944007998909,"2","3",16,33,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"980",6,"DegreeCentralization",0.000548367382351386,"2","3",16,33,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"981",7,"KeystoneAssortativity",-0.0137952414167251,"2","3",16,33,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"982",8,"KeystoneAssPercentile",81.8,"2","3",16,33,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"983",0,"Transitivity",0.943522173206408,"2","3",17,34,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"984",1,"Average Clustering",0.944442370836348,"2","3",17,34,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"985",2,"GlobalEfficiency",150.085540809702,"2","3",17,34,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"986",3,"Sum",207786,"2","3",17,34,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"987",4,"Modularity",0.0196129755765045,"2","3",17,34,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"988",5,"Assortativity",-0.00981094872092519,"2","3",17,34,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"989",6,"DegreeCentralization",0.000581012984585072,"2","3",17,34,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"990",7,"KeystoneAssortativity",-0.0211377629940499,"2","3",17,34,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"991",8,"KeystoneAssPercentile",46.2825,"2","3",17,34,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Day"
"992",0,"Transitivity",0.957720485431464,"2","3",18,35,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"993",1,"Average Clustering",0.958147651487547,"2","3",18,35,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"994",2,"GlobalEfficiency",120.665709780787,"2","3",18,35,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"995",3,"Sum",172840,"2","3",18,35,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"996",4,"Modularity",-0.00892055034585382,"2","3",18,35,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"997",5,"Assortativity",-0.0291501279849547,"2","3",18,35,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"998",6,"DegreeCentralization",0.000550761798799216,"2","3",18,35,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"999",7,"KeystoneAssortativity",-0.0187736583353846,"2","3",18,35,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1000",8,"KeystoneAssPercentile",60.98,"2","3",18,35,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1001",0,"Transitivity",0.939743285001189,"2","3",19,36,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1002",1,"Average Clustering",0.941002751307393,"2","3",19,36,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1003",2,"GlobalEfficiency",164.379014933575,"2","3",19,36,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1004",3,"Sum",224688,"2","3",19,36,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1005",4,"Modularity",-0.017724646419146,"2","3",19,36,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1006",5,"Assortativity",-0.0126260712340493,"2","3",19,36,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1007",6,"DegreeCentralization",0.000752419170215074,"2","3",19,36,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1008",7,"KeystoneAssortativity",-0.0190609560568238,"2","3",19,36,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1009",8,"KeystoneAssPercentile",60.2725,"2","3",19,36,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1010",0,"Transitivity",0.963785175648335,"2","3",20,37,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1011",1,"Average Clustering",0.964255305733388,"2","3",20,37,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1012",2,"GlobalEfficiency",152.951518053347,"2","3",20,37,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1013",3,"Sum",229154,"2","3",20,37,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1014",4,"Modularity",0.0107777902650779,"2","3",20,37,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1015",5,"Assortativity",-0.0310038353191793,"2","3",20,37,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1016",6,"DegreeCentralization",0.000406663952568675,"2","3",20,37,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1017",7,"KeystoneAssortativity",-0.0194485895503735,"2","3",20,37,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1018",8,"KeystoneAssPercentile",56.775,"2","3",20,37,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1019",0,"Transitivity",0.968130968622101,"2","3",21,38,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1020",1,"Average Clustering",0.968342492082855,"2","3",21,38,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1021",2,"GlobalEfficiency",145.510825435454,"2","3",21,38,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1022",3,"Sum",226834,"2","3",21,38,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1023",4,"Modularity",0,"2","3",21,38,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1024",5,"Assortativity",-0.0274718001659676,"2","3",21,38,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1025",6,"DegreeCentralization",0.000474022257897758,"2","3",21,38,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1026",7,"KeystoneAssortativity",-0.0187381417677336,"2","3",21,38,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1027",8,"KeystoneAssPercentile",62.9625,"2","3",21,38,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1028",0,"Transitivity",0.956489560610782,"2","3",22,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1029",1,"Average Clustering",0.958652340554602,"2","3",22,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1030",2,"GlobalEfficiency",155.624657020301,"2","3",22,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1031",3,"Sum",225004,"2","3",22,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1032",4,"Modularity",0.0355797425361809,"2","3",22,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1033",5,"Assortativity",-0.0225143230626205,"2","3",22,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1034",6,"DegreeCentralization",0.000473120377901598,"2","3",22,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1035",7,"KeystoneAssortativity",-0.0216050325887186,"2","3",22,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1036",8,"KeystoneAssPercentile",45.43,"2","3",22,39,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1037",0,"Transitivity",0.959066976164864,"2","3",23,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1038",1,"Average Clustering",0.960299360294459,"2","3",23,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1039",2,"GlobalEfficiency",162.046834113338,"2","3",23,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1040",3,"Sum",244142,"2","3",23,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1041",4,"Modularity",0.0282648275761942,"2","3",23,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1042",5,"Assortativity",-0.0099695603886467,"2","3",23,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1043",6,"DegreeCentralization",0.000545319364413151,"2","3",23,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1044",7,"KeystoneAssortativity",-0.0116137670382564,"2","3",23,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1045",8,"KeystoneAssPercentile",93.73,"2","3",23,40,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1046",0,"Transitivity",0.96108999907313,"2","3",0,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1047",1,"Average Clustering",0.961569800042715,"2","3",0,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1048",2,"GlobalEfficiency",170.953981909723,"2","3",0,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1049",3,"Sum",241910,"2","3",0,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1050",4,"Modularity",-0.011887711058043,"2","3",0,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1051",5,"Assortativity",-0.0238415562129992,"2","3",0,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1052",6,"DegreeCentralization",0.000642430018316504,"2","3",0,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1053",7,"KeystoneAssortativity",-0.0212713889938399,"2","3",0,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1054",8,"KeystoneAssPercentile",43.695,"2","3",0,41,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1055",0,"Transitivity",0.950043837914078,"2","3",1,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1056",1,"Average Clustering",0.950532385989524,"2","3",1,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1057",2,"GlobalEfficiency",153.940599294067,"2","3",1,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1058",3,"Sum",233016,"2","3",1,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1059",4,"Modularity",0.00346552646295784,"2","3",1,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1060",5,"Assortativity",-0.00623117054953263,"2","3",1,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1061",6,"DegreeCentralization",0.000574442216007689,"2","3",1,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1062",7,"KeystoneAssortativity",-0.0219831296264419,"2","3",1,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1063",8,"KeystoneAssPercentile",40.885,"2","3",1,42,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1064",0,"Transitivity",0.947407891700638,"2","3",2,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1065",1,"Average Clustering",0.949073014957175,"2","3",2,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1066",2,"GlobalEfficiency",153.429321788999,"2","3",2,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1067",3,"Sum",224948,"2","3",2,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1068",4,"Modularity",0.0225553642772224,"2","3",2,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1069",5,"Assortativity",-0.0384823243156934,"2","3",2,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1070",6,"DegreeCentralization",0.000760233081809857,"2","3",2,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1071",7,"KeystoneAssortativity",-0.00560073951512092,"2","3",2,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1072",8,"KeystoneAssPercentile",98.6675,"2","3",2,43,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1073",0,"Transitivity",0.954047492153728,"2","3",3,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1074",1,"Average Clustering",0.951376819990794,"2","3",3,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1075",2,"GlobalEfficiency",146.846734037955,"2","3",3,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1076",3,"Sum",214190,"2","3",3,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1077",4,"Modularity",-0.0016534145916051,"2","3",3,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1078",5,"Assortativity",0.00200013091402138,"2","3",3,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1079",6,"DegreeCentralization",0.000550994410156264,"2","3",3,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1080",7,"KeystoneAssortativity",-0.0221506242448654,"2","3",3,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1081",8,"KeystoneAssPercentile",41.9575,"2","3",3,44,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1082",0,"Transitivity",0.972079193560084,"2","3",4,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1083",1,"Average Clustering",0.972459314789352,"2","3",4,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1084",2,"GlobalEfficiency",171.445810600389,"2","3",4,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1085",3,"Sum",265982,"2","3",4,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1086",4,"Modularity",0.00619613141142586,"2","3",4,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1087",5,"Assortativity",-0.0257503208022389,"2","3",4,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1088",6,"DegreeCentralization",0.000654013623961195,"2","3",4,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1089",7,"KeystoneAssortativity",-0.0232721281250987,"2","3",4,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1090",8,"KeystoneAssPercentile",27.805,"2","3",4,45,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1091",0,"Transitivity",0.945934382232249,"2","3",5,46,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1092",1,"Average Clustering",0.947726769708946,"2","3",5,46,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1093",2,"GlobalEfficiency",156.327676171988,"2","3",5,46,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1094",3,"Sum",225746,"2","3",5,46,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1095",4,"Modularity",0.00111647227501419,"2","3",5,46,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
"1096",5,"Assortativity",-0.0273444572791439,"2","3",5,46,"RooibosTea_QL_1216_1646",FALSE,"RooibosTea FALSE","Head_Head","RooibosTea","Night"
