filename,least_interacting_nodes
data/RooibosTea_QR_1216_1646_Time_AllDays.gml,"['ArUcoTag#50', 'ArUcoTag#46', 'ArUcoTag#2', 'ArUcoTag#44', 'ArUcoTag#33', 'ArUcoTag#34', 'ArUcoTag#4', 'ArUcoTag#11', 'ArUcoTag#6', 'ArUcoTag#54', 'ArUcoTag#40', 'ArUcoTag#18', 'ArUcoTag#9', 'ArUcoTag#22', 'ArUcoTag#28', 'ArUcoTag#47', 'ArUcoTag#14', 'ArUcoTag#38', 'ArUcoTag#7', 'ArUcoTag#60', 'ArUcoTag#48', 'ArUcoTag#37', 'ArUcoTag#39', 'ArUcoTag#23', 'ArUcoTag#49', 'ArUcoTag#58', 'ArUcoTag#3', 'ArUcoTag#43', 'ArUcoTag#24', 'ArUcoTag#13', 'ArUcoTag#1', 'ArUcoTag#55', 'ArUcoTag#25', 'ArUcoTag#5', 'ArUcoTag#29', 'ArUcoTag#53', 'ArUcoTag#8', 'ArUcoTag#17', 'ArUcoTag#31', 'ArUcoTag#42', 'ArUcoTag#10', 'ArUcoTag#59', 'ArUcoTag#12', 'ArUcoTag#27', 'ArUcoTag#21', 'ArUcoTag#20', 'ArUcoTag#26', 'ArUcoTag#19', 'ArUcoTag#36']"
data/RooibosTea_QL_1216_1646_Time_AllDays.gml,"['ArUcoTag#33', 'ArUcoTag#3', 'ArUcoTag#13', 'ArUcoTag#29', 'ArUcoTag#38', 'ArUcoTag#39', 'ArUcoTag#46', 'ArUcoTag#2', 'ArUcoTag#41', 'ArUcoTag#49', 'ArUcoTag#59', 'ArUcoTag#42', 'ArUcoTag#48', 'ArUcoTag#36', 'ArUcoTag#24', 'ArUcoTag#54', 'ArUcoTag#32', 'ArUcoTag#21', 'ArUcoTag#15', 'ArUcoTag#40', 'ArUcoTag#50', 'ArUcoTag#4', 'ArUcoTag#57', 'ArUcoTag#7', 'ArUcoTag#14', 'ArUcoTag#23', 'ArUcoTag#35', 'ArUcoTag#18', 'ArUcoTag#8', 'ArUcoTag#30', 'ArUcoTag#9', 'ArUcoTag#37', 'ArUcoTag#52', 'ArUcoTag#19', 'ArUcoTag#20', 'ArUcoTag#10', 'ArUcoTag#25', 'ArUcoTag#60', 'ArUcoTag#26']"
